original_title,overview,popularity,release_year,emotions,genre_name,overview_length,word_count,excalamation_count
Eugenie,"Eugenie was born and raised in Senegal. But since her love was not accepted, she escaped to Germany in order to get asylum there.",0.6,2016,intense,Drama,0.0,24.0,0.0
Cheer Squad Sleepovers 4,By day they cheer the home team... By night they live their fantasies!,0.6,2013,uplifting,Romance,0.0,13.0,1.0
Passing,A documentary short about the lives of three Black trans men.,0.6,2015,calm,Documentary,0.0,11.0,0.0
Un camion en réparation,"Twenty-year-old Eugène is somewhat aimless and has not been doing well in university. He is staying in a small village for the summer. He awkwardly seduces Pierre, a slightly older man who is working for Mathilde as caretaker for the season. Pierre is initially open to the relationship, but quickly becomes reluctant to become too involved.",0.6,2006,uplifting,Drama,0.0,56.0,0.0
Who We Are,Two best friends struggle to keep their friendship while dealing with the feelings they have for one another and the pressures of society.,0.6,2010,intense,"Drama,Romance",0.0,23.0,0.0
Épouse-moi mon pote,Yassine asks his best friend Fred to marry him in order to avoid deportation...,8.967,2017,intense,Comedy,0.0,14.0,0.0
Changed,Changed is a short dramedy about a gay couple that explores the significance of family while struggling to keep their own relationship alive.,0.845,2014,uplifting,Drama,0.0,23.0,0.0
Katharina Luther,"As a nun, Katharina von Bora lives the life destined for her until she comes into contact with a completely new world of thought in the early 20s through the writings of Martin Luther. She flees with some of her co-sisters and comes without legal status, without income and rejected by her family to Wittenberg, where she meets Martin Luther personally. Katharina decides to marry the reformer and, as his wife, becomes a respected housekeeper, an equal interlocutor and the mother of their children together.",1.145,2017,uplifting,"Drama,History,TV Movie",0.0,85.0,0.0
40 Minutes,"Joey's life is turned upside down after his parents discover his secret relationship with another boy and send him to reparative therapy to address the 'unnatural' feelings that threaten their image of a happy life. In a forty-minute hypnotherapy session, Joey's mind is explored by a therapist who is confident that his influence over Joey's thoughts can set him on the right path. At an age with little autonomy or voice in the matters of his own life, Joey struggles to find a way to choose for himself what will lead him to happiness.",0.6,2014,uplifting,Drama,0.0,94.0,0.0
Chuppan Chupai,"""Playing hide-and-seek"": this is what the title means in Urdu. It's a metaphor for the difficult, dangerous and painful condition of many homosexual people in Pakistan, who are often victims of abuse from childhood. The film presents the experiences, the interior conflicts, the rights they are denied, the distress and, above all, the impossibility of loving in a country deeply influenced by Islam. Jenny is a transgender university student, who has recently been castrated. Kami is a cross dresser, a practice adopted by both transvestites and homosexual people who want to be accepted. Kami decides to live together with her macho boyfriend, Waseem, challenging strict taboos. Finally, the story of Neeli, who has had an important role in the recent decision by the Supreme Court to legalize the ""third gender"" (but not homosexuality). This is an exposé documentary that is also full of music and dance sequences.",0.658,2013,uplifting,Documentary,0.0,147.0,0.0
Игра,A funny comedy about the Russian footfall team and their adventures during the World Cup.,0.6,2008,uplifting,Comedy,0.0,15.0,0.0
This Is Everything: Gigi Gorgeous,"A groundbreaking film that portrays the journey of Gigi Lazzarato, a fearless woman who began life as Gregory, posting fashion videos to YouTube from his bedroom, only to later come out as a transgender female. With never-before-seen personal footage, the film spotlights a family’s unwavering love for a child.",3.197,2017,uplifting,Documentary,0.0,49.0,0.0
Affirmations,A look at what it's like to be gay and black in America.,0.6,1990,dark,Documentary,0.0,13.0,0.0
Muxes,"In the indigenous communities around the town of Juchitán, the world is not divided simply into males and females. The local Zapotec people have made room for a third category, which they call “muxes” - men who consider themselves women and live in a socially sanctioned limbo between the two genders.",0.998,2016,calm,Documentary,0.0,51.0,0.0
Even Lovers Get the Blues,After the sudden death of one of them a group of friends grieves trough sexual encounters.,1.467,2016,intense,Drama,0.0,16.0,0.0
Mapplethorpe,A look at the life of photographer Robert Mapplethorpe from his rise to fame in the 1970s to his untimely death in 1989.,4.898,2018,dark,"Drama,History",0.0,23.0,0.0
Du ska nog se att det går över,"Du Ska Nog Se Att Det Går Över (Don't You Worry, It Will Probably Pass) is a documentary by Cecilia Neant-Falk. When she was 14 years old, in 1986, she posted an add in a youth magazine, explaining that she was bisexual and wished to get in contact with other people in the same situation. In 1999, she posted the same add in the magazine and decided to make a movie about the three people who responded.",0.6,2003,uplifting,Documentary,0.0,77.0,0.0
La luciérnaga,"After her estranged brother's sudden death, young wife Lucia bonds with his fiancée through their shared grief and finds herself falling in love.",7.544,2013,dark,"Drama,Fantasy,Romance",0.0,23.0,0.0
My Days of Mercy,The daughter of a man on death row falls in love with a woman on the opposing side of her family's political cause.,8.695,2018,intense,"Romance,Drama",0.0,23.0,0.0
Battle of Soho,"In November 2014 the Iconic club Madame Jojos closed its doors. This event being interpreted by many as the death knell of Soho.The gentrification of Soho affects the LGBT community and its Drag Queen sub-culture, but the cabaret atmosphere of the entire neighborhood in enormous ways. This active pursuit to destroy a bubbling and vibrant part of the city's heart is viewed by many as an atrocity akin to turning the lights off on Broadway. Over 3rd of London's music venues have been closed in recent years and no one noticed. An active movement to bring a halt to this disaster has begun to unfold with one organization after another emerging to fight for Soho. Organizations made up of citizens and celebrities have sprung up to combat this onslaught. Will they win this battle and save Soho?",2.098,2017,dark,Documentary,1.0,137.0,0.0
Dol,"A gay Korean-American man yearns for a family life just out of reach.  Nick is a gay Korean-American man living in Koreatown, Los Angeles with his partner Brian and their dog Chloe. When Nick attends his baby nephew's 'dol,' a traditional Korean first birthday party, he finds himself yearning for a life just out of reach.",0.6,2012,uplifting,"Family,Drama",0.0,56.0,0.0
Transgender Kids: Who Knows Best?,"Around the world there has been a huge increase in the number of children being referred to gender clinics. Increasingly, parents are encouraged to adopt a 'gender affirmative' approach - fully supporting their children's change of identity. But is this approach right?",1.481,2017,uplifting,Documentary,1.0,42.0,0.0
1992,"It's 1992. Martin is 17 and he films his daily life with his Hi8 camera. He films anything and everything—his room, the world around him... But never his father, the thought doesn't occur to him. One day he meets Dominique. He's 23 and works as a student monitor at Martin's high school.",2.505,2016,uplifting,Drama,0.0,52.0,0.0
Fragments,"Chloe, a straight talking film director, tries to convince her friend Sam to be an actor in her next short film. Just after finding out that he once again didn’t get into medical school, Sam meets Alex, a hypochondriac 18 year old. A love triangle forms in these self-reflexive, humoristic fragments filled with sex talk , set in New Orleans.",0.846,2015,uplifting,"Comedy,Drama",0.0,60.0,0.0
Debut,"A short film about Philip who dreams of becoming a model. At a casting he gets the chance to be photographed with the well-known model Sebastiaan; they fall in love. During the photo shoot, Philip pushes his limits more and more in order to keep the photographer's interest. Philip and Sebastiaan lose control of the situation when Philip is doing everything he can just to be able to stay in front of the camera.",0.6,2016,uplifting,"Romance,Drama",0.0,74.0,0.0
Ties,The friendship between two teenage boys is tested when one of them crosses a line.,0.6,2008,uplifting,Drama,0.0,15.0,0.0
Seasons,Two girls meet by chance in a bookstore and experience an instant connection.,0.6,2016,intense,"Comedy,Romance",0.0,13.0,0.0
Signals,"Signals follows Kit and Spencer as their relationship grows, showcasing the power of compromise.",0.6,0,calm,"Romance,Comedy",0.0,14.0,0.0
Seven Lucky Gods,An illegal immigrant from Albania infiltrates the lives of a group of Londoners with devastating consequences.,1.692,2014,intense,"Drama,Thriller",0.0,16.0,0.0
Lesbian Stepmother 3,"In homage to fairy tales and classic horror films, the 3rd installment of Lesbian Stepmother tells the story of young Elsa Jean Simmons, who is held prisoner in her home after the disappearance of her father. Her evil stepmother, played by Dana Vespoli, keeps Elsa on a grueling schedule of chores as odd and mysterious events occur after dark... Elsa is haunted by dreams of beautiful, ravenous demons and her stepmother's assistant Elexis Monroe offers some clues as to what Elsa is being groomed for.",0.6,2017,intense,Romance,0.0,85.0,0.0
Ein Weg,"Andreas and Martin share all the ups and downs of everyday life, and their son is maturing. A cautious approach to the traces of a long relationship. The love story of two people. Not about how they come together, not a phase they go through, but all of their shared experiences: all the years between the first kiss and today.",2.839,2017,uplifting,Drama,0.0,60.0,0.0
The Candidate,"Democratic Senator Jen Hanlon is poised to become the first woman president of the United States, until a scandal erupts that could potentially destroy her entire political career. Her opponent, Republican senator Trip Mathis will stop at nothing to see Jen fall from grace, unaware that his tactics will bring forth a horrible tragedy...Starring Brandi Love as Senator Hanlon; Julia Ann as Senator Hanlon’s secret lover, Supreme Court Justice Beth Pellegrino; Alec Knight as Republican Senator Trip Mathis; Penny Pax; Casey Calvert; Kira Noir; Lyra Law and Karlie Montana. With Dana Vespoli and Brock Doom.",1.153,2017,dark,"Crime,Drama,Romance",0.0,95.0,0.0
The Colour Of His Hair,"Based on an unrealized film script written in 1964 for The Homosexual Law Reform Society, a British organisation that campaigned for the decriminalization of homosexual relations between men, ""The Colour Of His Hair"" merges drama and documentary into a meditation on queer life before and after the partial legalization of homosexuality in 1967.",0.849,2017,uplifting,"Drama,Documentary",0.0,53.0,0.0
The Field Guide to Evil,"A feature-length anthology film. They are known as myths, lore, and folktales. Created to give logic to mankind’s darkest fears, these stories laid the foundation for what we now know as the horror genre.",5.903,2018,intense,Horror,0.0,34.0,0.0
Millimeterle,Measuring their power and proving themselves is part of the boys’ everyday life. Even for the 13-year-old gentle-natured Yannik. Until his best friend’s upcoming sexual curiosity suddenly puts him in a threatening situation. Where is the line between game and reality and what happens if that line is crossed?,0.6,2017,intense,Drama,1.0,49.0,0.0
Easy Living,"Sherry Graham, a self-destructive makeup saleswoman, hopes a new man and business venture will provide her a fresh start. After her plans are foiled, she takes control of her life in a dramatic turn of events.",2.075,2017,uplifting,"Comedy,Drama,Thriller",0.0,36.0,0.0
The Untold Tales of Armistead Maupin,"The Untold Tales of Armistead Maupin celebrates one of the world’s most beloved storytellers, following his evolution from a conservative son of the Old South into a gay rights pioneer whose novels inspired millions to reclaim their lives.",4.525,2017,uplifting,Documentary,0.0,38.0,0.0
Manderley,This is the story of three homosexuals who decide to spend the summer together at the cottage that the parents of one of them have in Santander. The film shows naturally a series of attitudes then considered shocking and even unnatural.,0.6,1981,intense,Drama,0.0,41.0,0.0
Gender Revolution: A Journey with Katie Couric,"Katie Couric travels across the U.S. to talk with scientists, psychologists, activists, authors and families about the complex issue of gender.",4.856,2017,uplifting,"Documentary,TV Movie",0.0,21.0,0.0
Sun in My Mouth,A young man confesses his sexual past to an unseen phone sex operator. He reflects on his sexual identity as we follow him on a solitary excursion to a beach.,1.163,2010,uplifting,Drama,0.0,30.0,0.0
Destroying Angel,"In attempting to deal with his HIV status, the narrator mixes his past and present to give us a portrait of friendships, family ties, and other intimate relationships.",0.6,1998,uplifting,Documentary,0.0,28.0,0.0
Omelette,A young man tired of writing and rewriting a screenplay decides to begin a Super 8mm film diary. He films his parents and those close to him and determines to tell the about his homosexuality.,0.6,1994,uplifting,Comedy,0.0,35.0,0.0
Growing Up Trans,"Just a generation ago, it was adults, not kids, who changed genders. But today, many children are transitioning, too—with new medical options, and at younger and younger ages. Told from the perspective of parents, doctors, and, most revealing of all, the kids themselves, the documentary takes a powerful look at this new generation, exploring the medical possibilities, struggles and choices transgender kids and their families face today.",0.686,2015,uplifting,Documentary,0.0,67.0,0.0
Pretty Boy,"Sean is taken to a motel and is given a prostitute for his 18th birthday by his father. He must sleep with her to ""fix"" his questionable homosexuality.  ""Pretty Boy"" is a coming of age story of a young bullied teen, Sean, struggling with his sexuality and the hardships of high school. After his father finds some questionable magazines in his room, this devout Christian will go to any lengths to get his son to find the light and ""perform"" the way a man should. Sean is introduced to Katie, a prostitute that understands the stigmas of modern society and helps him see the true light that is within him.",2.734,2015,uplifting,Drama,0.0,110.0,0.0
Rökkur,"Months after they broke up, Gunnar receives a strange phone call from his ex-boyfriend, Einar. He sounds distraught, like he's about to do something terrible to himself. Gunnar drives up to the secluded cabin where Einar is holed up and soon discovers that there's more going on than he imagined. As the two men come to terms with their broken relationship, some other person seems to be lurking outside the cabin, wanting to get in.",2.397,2017,dark,"Horror,Mystery,Drama",0.0,75.0,0.0
The Misandrists,"In Ger(wo)many, when an army of radical females is preparing for a final revolution and a utopian world without men, a young male soldier arrives seeking refuge at the convent.",1.789,2017,uplifting,Drama,0.0,30.0,0.0
Alles wird gut,"Nabou, an Afro-German slacker, desperatly wants to win back her club kid ex-girlfriend Katja. Nabou becomes a housekeeper for Katja's neighbor, Kim, who is a workaholic that is striving to become a partner in an advertising agency. A refreshing romantic comedy with the ingredients of a classic lesbian feature: whimsical sexiness, mistaken identity, and general madness and mayhem.",0.728,1998,uplifting,"Comedy,Drama,Romance",0.0,58.0,0.0
Freak Show,"The story of teenager Billy Bloom who, despite attending an ultra conservative high school, makes the decision to run for homecoming queen.",7.16,2018,uplifting,"Comedy,Drama",0.0,22.0,0.0
Entre ríos: todo lo que no dijimos,"Emanuel travels to visit his grandma Catie, who lives in the countryside. He has a feeling this is going to be their last goodbye. His mother's looking after Catie and she has decided not to speak a word about grandma's diagnosis, because she does not want to embitter her. Emanuel does not agree with this decision, but on the other hand, he is also hiding his own sexuality to his grandma. Every little moment shared among them, makes strengthen family ties while mismatched feelings emerge. Emanuel should reconsider if things are really better left unsaid.",0.6,2014,uplifting,"Family,Drama,Comedy",0.0,95.0,0.0
Recording,"When the recording is all that's left... Recording tells the story of two girls, Sam and Cassidy, as they go from best friends to girlfriends to falling out of touch.",0.6,2015,dark,"Drama,Romance",0.0,30.0,0.0
Parole de King!,"Drag Queens and their cabaret shows are well-known in France, but Drag Kings still remain very much on the sidelines. Chriss Lag traveled all over France and met 22 Kings to bring them front and center.",0.6,2016,uplifting,Documentary,0.0,36.0,0.0
Au sommet de la terre,Sophie is both attracted to boys and girls. She is torn between Nicolas and Mathilde.,0.932,2007,dark,"Drama,Romance",0.0,15.0,0.0
Just Charlie,"Football star Charlie has the world at her feet. With a top club desperate to sign her, her future is seemingly mapped out. But the teenager sees only a nightmare. Raised as a boy, Charlie is torn between wanting to live up to her father's expectations and shedding this ill fitting skin.",3.134,2017,dark,Drama,0.0,52.0,0.0
Nune,A 15-year-old Nune creates a fantasy world to escape from the pain of social rejection and bullying. But her archenemy's girlfriend-a model cheerleader with a bleeding heart-keeps luring her near.,4.705,2016,intense,"Drama,Romance",0.0,30.0,0.0
Chavela,"Inspired by an exclusive interview and performance footage of Chavela Vargas shot in 1991 and guided by her unique voice, the film weaves an arresting portrait of a woman who dared to dress, speak, sing, and dream her unique life into being.",4.869,2017,intense,Documentary,0.0,42.0,0.0
The Saint of Dry Creek,"Patrick Haggerty grew up the son of a dairy farmer in rural Dry Creek, Washington, during the 1950s. As a teenager, Pat began to understand he was gay—something he thought he was hiding well. But one day, after performing at a school assembly, Pat learned that his father could see him much more clearly than he realized.",0.6,2015,uplifting,Animation,0.0,57.0,0.0
Beside Her,,0.6,0,calm,"Drama,Romance",,,
Tiznao,"Under the threat of a hurricane pending over the city, Lubrini is looking for his lover, who disappeared in the streets of Havana.",0.687,2016,intense,Drama,0.0,23.0,0.0
Taken Heart,"When her daughter is kidnapped in Belize and held hostage to be used for human organ trafficking, Kate Johnson goes on a crusade to infiltrate the cartel and rescue her.",4.314,2017,dark,"Action,Crime,Thriller",0.0,30.0,0.0
Against the Law,"United Kingdom, March 24, 1954. Ten years before the decriminalization of homosexuality, journalist Peter Wildeblood and his friends Lord Montagu and Michael Pitt-Rivers are convicted and imprisoned for indecency and sodomy.",2.423,2017,intense,"Drama,History,Romance,TV Movie",0.0,31.0,0.0
熱浪,Lesbian drama.,0.96,1982,calm,Drama,0.0,2.0,0.0
I ♥ Hooligans,"A football hooligan feels unconditional love for his club. However, being gay, he has to hide his identity in order to survive in this world that is so precious to him.",0.671,2013,uplifting,"Animation,Drama",0.0,31.0,0.0
Dag vreemde man,"Arthur is a single dad, struggling with the care for his seven-year-old son Max and the combination of his secret life as a drag queen.",0.938,2016,uplifting,Drama,0.0,25.0,0.0
Desnudos,A message from Javier's boyfriend changes his family situation and causes them to reconsider their relationships.,0.752,2013,calm,Drama,0.0,16.0,0.0
Herculanum,"Three ""meetings."" Two men. A rumbling volcano.",2.161,2016,intense,Drama,0.0,7.0,0.0
The World In Your Window,"Eight-year-old Jesse lives in a twilight world of sadness and silence, squeezed into a tiny caravan with his grief stricken father. They're in limbo, existing more than living. The child intuitively understands that looking forward is harder than looking back, and that's where life happens. But they are stuck, until an accidental friendship with a V8 driving transsexual unlocks the means for Jesse to liberate his father and himself.",0.6,2017,uplifting,Drama,0.0,69.0,0.0
Blue Strait,A tone poem about problems in a romantic relationship of a middle aged couple.,0.6,2015,uplifting,Drama,0.0,14.0,0.0
Because I am,Based on a poem by a Zimbabwean LGBT activist written in response to the gay hate speech that is being perpetuated president Robert Mugabe. The film was shot in South East London UK with a cast of six women from several African countries playing multiple roles in this portrayal of being a lesbian in homophobic Zimbabwe. Five of the actors and the producer are refugees who fled their countries in fear of persecution for their sexuality.,0.6,2016,intense,Documentary,0.0,76.0,0.0
Men Don't Whisper,"After being emasculated at a sales conference, gay couple Reese and Peyton set out to do the most masculine thing they can think of - sleep with some women.",0.6,2017,uplifting,Comedy,0.0,29.0,0.0
One on One,"A story about compromise, 'One On One' follow Alex and Trevor as they work out their relationship on and off the basketball court, after one of them asks the other one to join a waltz class together.",0.743,2010,uplifting,Comedy,0.0,37.0,0.0
Bones of Contention,A history of the political and social repression carried out by the ruthless regime of Spanish dictator Francisco Franco between 1936 and 1975 that focuses on the lives of gays and lesbians during those dark years and the death of the Spanish gay poet Federico García Lorca.,1.4,2018,intense,"Documentary,History",0.0,47.0,0.0
Raro,"Facundo celebrates his 18th birthday with his schoolmates. Nico, his older brother, and Guille, his best friend, decide to surprise him by taking him to a brothel. From that day on, Facundo will have to decide what to do in the face of the attraction he feels for Guille.",0.6,2014,uplifting,Drama,0.0,49.0,0.0
Raro el que no es raro,"Alex feels atracted to Samuel, and even though his best friend warns him he has a girlfriend, something makes him think he is not that indifferent.",0.6,2015,uplifting,Romance,0.0,26.0,0.0
Dream Boat,"A cruise ship and 3,000 men – it is a universe without heteros and women that usually remains a mystery to the outside world. Once a year the Dream Boat sets sail for a cruise exclusively for gay men where most passengers are united by the wish to live life authentically as themselves in a protected place.",3.475,2017,uplifting,Documentary,0.0,57.0,0.0
Vênus – Filó a fadinha lésbica,"In this animated fairy-tale Filly, a lesbian fairy with nimble fingers, seduces women by day dressed as a boy. But at night something strange happens and soon half the population of Whatsit Village are eagerly queuing up.",0.878,2017,uplifting,"Animation,Romance",0.0,37.0,0.0
Cherry Pop,"When Zaza, headliner of a weekly drag show, 'CHERRY POP', refuses to come out of her dressing room, all hell breaks loose backstage. A young newcomer, The Cherry, is hiding a huge secret from the girls while getting ready for his debut performance.",5.545,2017,intense,Comedy,0.0,43.0,0.0
위르트에서,"Seo-yoon  and Yoon-seo, who love each other, meet to make an arrangement.",1.4,2016,uplifting,"Drama,Romance",0.0,12.0,0.0
Rhapsody,"Peter, a gay cabaret pianist, falls in love with Bill, a construction worker with intimacy issues. When Peter discovers Bill's secret, he is determined to set him on a straight path, and when a shy young woman moves in across the hall, he puts his plan in motion, even as Bill seeks to strengthen his ties to Peter. This gay romantic drama was filmed in Chicago in 1992 where it had its premiere before it was thought to be lost. Now, recently re-discovered, the film has been remastered from the best source materials and presented now for your enjoyment!",0.6,2012,uplifting,"Comedy,Drama,Romance",0.0,99.0,1.0
A Prayer Before Birth,"A drama based on the director's experience of coming to terms with multiple sclerosis.  'A Prayer Before Birth' chronicles, with disturbing intensity, the physical and emotional traumas of a young woman's journey from able-bodied exuberance to the acceptance of disability.  Rejecting the objective worthiness often associated with such subject matter, the filmmaker opts instead for an escalating sequence of symbolic and impressionistic images to convey the increasing sense of unreality as the disease inexorably enters her daily life.  Confronts debilitating illness with creative vitality, simultaneously desperate and defiant.",0.6,1991,uplifting,Drama,0.0,88.0,0.0
איך להיות לבד,"Relying on ""How to Be Alone"" – a self-improvement audio book – a heartbroken lesbian woman, struggling with her lonesome existence, decides to embrace solitude and to learn how to survive without love.",0.6,2016,uplifting,Drama,0.0,33.0,0.0
Sirenito,Parental fears reach an early boil when five-year-old Saúl announces that he wants to dress up as a little Siren for the school's fancy dress party.,0.633,2005,uplifting,Comedy,0.0,26.0,0.0
Why Does God Hate Me?,A coming-of-age comedy about a 14-year-old boy whose best friend tries to 'cure' him of being gay.,0.773,2011,uplifting,Comedy,0.0,17.0,0.0
Tierra firme,"Eva and Kat enjoy a carefree existence on their houseboat on a London canal. Until Eva's dream of becoming a mother is reignited by the death of their pet. Kat just wants to get a new cat. But when Kat's best friend, Roger, visits from Barcelona, they decide in a moment of drunkenness that he can be Eva's sperm donor. But what are the consequences for the lesbian couple, the biological father, the child and their relationships with one another?",2.869,2017,uplifting,"Comedy,Drama,Romance",1.0,80.0,0.0
National Theatre Live: Angels In America — Part One: Millennium Approaches,The National Theatre's live theatrical production of Tony Kushner's two-part play 'Angels In America' about New Yorkers grappling with the AIDS crisis during the mid-1980s.,3.359,2017,uplifting,Drama,0.0,25.0,0.0
ヴァッサロード,"Charley, a cyborg vampire who does the Vatican's dirty work, is the thrall of the local vampire playboy Johnny Rayflo. As the two fight crime—and each other—hilarity, violence and sacrilege ensue! But can Charley resist his own desperate cravings for blood? Find out as the devilish duo go up aginst a childlike vampire princess, a mysterious branch of the Unitarian Church...and one another.",1.4,2013,dark,"Animation,Action,Mystery,Fantasy,Comedy,Drama,Horror",1.0,63.0,1.0
Neighborhood Food Drive,A sublime comedy of biting humor and unusual schemes that paints a satirical portrait of millennials and hipsters who think they’re benefitting their community. But good intentions do not always have good consequences.,1.681,2017,uplifting,Comedy,0.0,33.0,0.0
Adult,"Having enabled a loss that now torments her, a woman enters an adult store in search of redemption. Adapted from a short story by Christos Tsiolkas.",0.6,2017,uplifting,Drama,0.0,26.0,0.0
West of Eden,"New Zealand independent drama following a young Māori man who moves to the country to rebuild his life after facing prejudices around his sexual orientation. He takes on a job on a farm where he grows attached to the farmer’s son. But when their relationship grows, the situation steers into darker territories…",1.075,2017,uplifting,"Drama,Romance",0.0,52.0,0.0
Bianca Del Rio Birthday Roast,"The tables got turned on insult comedian Bianca del Rio as a panel of legendary New York nightlife roasters grilled the Queen of Mean in honor of her 40th birthday! All proceeds go to benefit the post-production of the feature film HURRICANE BIANCA!  Drag Race favorites Courtney Act, Darienne Lake, Shangela, Jinkx Monsoon, with Bob the Drag Queen, Logan Hardcore, the hilarious Michael Musto, and Mimi Imfurst . Hosted by Roastmaster Lady Bunny. (And you know Bianca won't be able to resist roasting them back!)  The night was a fundraiser for our independent film ""Hurricane Bianca,"" which we just got back from an 18-day shoot down in Dallas! We were joined by SNL favorite Rachel Dratch, and Drag Race Superstars Willam, Shangela, Alyssa Edwards and Joslyn Fox! Sales from the video downloads of the roast will go towards post-production of the film: editing, music, special effects, digital beard removal, etc.",0.84,2016,uplifting,Comedy,0.0,150.0,5.0
Refugee's Welcome,"Moonif, a young Syrian man, leaves the refugee camp to wander the streets of Berlin. He starts to discover the city that feels alien to him. He embarks on a journey where he will confront outer dangers and inner desires.",2.612,2017,intense,Drama,0.0,40.0,0.0
Denizatı,Erkan changes his gender and become a transexual. The doorman of his apartment has a crush on Erkan's woman view. The doorman witnesses the argument between Erkan and two men. He finds out that that Erkan is originally a man under the attractive woman view. The doorman is frustrated.,0.627,2015,intense,"Comedy,Drama",0.0,49.0,0.0
Gay San Francisco,"Shot between 1965-1970, Gay San Francisco features a collection of incredible footage of San Francisco’s thriving LGBTQ culture, with a focus on the Tenderloin, San Francisco’s first queer neighborhood.",0.6,1970,uplifting,Documentary,0.0,29.0,0.0
Marvin ou la belle éducation,"Unable to fit in at school, Marvin's life was changed forever when he discovered his passion for the theatre. With no support from his family, Marvin ran away from home to chase his dreams of becoming an actor. As an adult, he struggles to write and perform a one-man theatrical show about his childhood.",6.581,2017,uplifting,Drama,0.0,54.0,0.0
Como Era Gostoso Meu Cafuçu,It feels so good to dream of you. It feels so real it fills me with pleasure. And I can't think about anything else.,0.6,2015,uplifting,"Comedy,Drama",0.0,24.0,0.0
Hello Again,"Ten lost souls slip in and out of one another's arms in a daisy-chained musical exploration of love's bittersweet embrace. A film adaptation of Michael John LaChiusa's celebrated musical, originally based on Arthur Schnitzler's play, La Ronde.",5.411,2017,uplifting,"Music,Drama,Romance",0.0,37.0,0.0
Goodbye Blue Sky,"Long after the end of the world, five strangers sharing an abandoned desert motel are forced to decide between love and survival.",0.6,2017,intense,"Science Fiction,Action,Drama",0.0,22.0,0.0
Under the Sea,"Despite having ocean water allergy, Ji-ah go to the beach with her friend Na-young to meet Dong-hae, a boy in love with Ji-ah. After having spent the night at a nearby beach house, Ji-ah finds her retained feelings for Na-young.",0.6,2016,uplifting,Drama,0.0,40.0,0.0
Vita & Virginia,"Socialite Vita Sackville-West and literary icon Virginia Woolf run in different circles in 1920s London. Despite the odds, the magnetic Vita and the beguiling Virginia forge an unconventional affair, set against the backdrop of their own strikingly contemporary marriages; which inspired one of Woolf's most iconic novels, 'Orlando'.",10.461,2019,uplifting,"Drama,Romance",0.0,48.0,0.0
にがくてあまい,"Maki Eda (Haruna Kawaguchi) works for an advertising agency at a large company. She is a single and doesn't have good luck with men. She also isn't very good at cooking and likes eating junk food. One day, she meets Nagisa Katayama (Kento Hayashi). He is an art teacher and a vegetarian. Unlike Maki, Nagisa cooks very well. The two people then happen to live together. Maki realizes that she is in love with Nagisa, but Nagisa is gay. Through his cooking, they solve their own problems and become important to each other.",1.287,2016,uplifting,"Comedy,Romance",0.0,93.0,0.0
Ka Bodyscapes,"Three young people—Haris, a gay painter; Vishnu, a rural kabaddi player and their friend Sia, an activist who refuses to conform to dominant norms of femininity—struggle to find space and happiness in a conservative Indian city.",0.6,2016,uplifting,Drama,0.0,36.0,0.0
Wonderkid,"Wonderkid follows the inner turmoil of an unnamed football prodigy as he comes to terms with his own identity, struggling to reconcile his sexuality with his issues with alcohol and OCD.",1.4,2016,uplifting,Drama,0.0,31.0,0.0
We Love Moses,"When Ella was twelve, she had her first fight. And when she was twelve, she discovered sex. Now eighteen, Ella reflects on how her obsession with her older brother Michael's best friend Moses left her with a secret she still carries.",0.6,2016,uplifting,Drama,0.0,41.0,0.0
Jamie,"After chatting to a guy online, Jamie makes the bold step to meet up with him in person.",0.881,2016,uplifting,"Drama,Romance",0.0,18.0,0.0
宇田川町で待っててよ。,"In bustling Shibya, Momose (Mario Kuroba) sees his high school classmate Yashiro (Ryugi Yokota). Yashiro is dressed as a girl. Momose continues to observe Yashiro and becomes attracted to him. Meanwhile, Yashiro becomes embarrassed that Momose knows that he dresses up like a girl.",2.324,2015,uplifting,Romance,0.0,44.0,0.0
僕たちの高原ホテル,"Ayumi Aizawa is a lonely young man without a family. He works at Forest Hyde Press Hotel as a cleaner. His deceased grandfather Kenzaburo worked at the same hotel. When his grandfather worked at the Forest Hyde Press Hotel, the hotel was well known for its extreme hospitality. Now, the hotel is nothing more than an ordinary hotel. New manager Ryuuya Sawashiro then attempts to bring the hotel back to its glory days.",1.4,2013,uplifting,Drama,0.0,73.0,0.0
お江戸のキャンディー,"In EDO, the fabulous wonderland where only men exist, the most beautiful courtesan is Shiratori Dayū. His apprentice's suicide made him desolate, and he finds love when he meets the most popular and sexy candy boy, Furimatsu, at the ""Candy Shop."" However, the town of EDO bans romantic relationships, and a rare disease starts to spread.",0.633,2015,uplifting,"Romance,Drama",0.0,56.0,0.0
西北西,"Kei works at a cocktail bar, while Ai works as a model. Fearing she'll be ostracized by society, Kei chooses not to admit her sexual orientation to anyone, and, as a result, she becomes distressed and lonely. One day, Kei gets close to Naima, an Iranian student studying art in Japan.",0.973,2018,intense,Drama,0.0,51.0,0.0
劇場版 世界一初恋 -横澤隆史の場合-,"Yokozawa meets a man (Kirishima) and his life is turned around. Kirishima starts to blackmail and tease Yokozawa, but Kirishima might actually be trying to help him recover from an emotional period of his life in the process.",35.311,2014,intense,"Animation,Romance,Drama",0.0,38.0,0.0
